,gemeentenaam,soort_regio,id,codering,aantal_inwoners,woningkenmerken,stadsverwarming
11509,OudeIJsselstreek,Buurt,39,BU15090102,402.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15217,Wassenaar,Buurt,62,BU06290110,593.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8183,IJsselstein,Buurt,23,BU03530008,2887.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16431,Zwartewaterland,Buurt,4,BU18960001,951.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13648,Tiel,Buurt,21,BU02810209,408.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7410,'s-Hertogenbosch,Buurt,84,BU07960901,2164.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2814,Boxmeer,Gemeente,47,GM0756,-28709.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7319,Hengelo,Wijk,48,WK016407,7057.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13879,Tilburg,Buurt,6,BU08555401,2.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3920,Doetinchem,Buurt,99,BU02220802,-96.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15777,Winsum,Buurt,88,BU00530109,-355.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
972,Amsterdam,Buurt,61,BU03631403,3709.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6494,Hardenberg,Buurt,12,BU01600405,125.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13911,Tilburg,Buurt,34,BU08556001,4.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
419,Almere,Buurt,99,BU00340201,4199.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,959.0
11429,Oss,Buurt,57,BU08281108,-5.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8603,Langedijk,Buurt,75,BU04160003,5792.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,308.0
11654,Pekela,Buurt,5,BU07650000,-7607.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12045,Rijssen-Holten,Buurt,16,BU17420001,-1310.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2258,Berkelland,Buurt,11,BU18590100,5578.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16572,Zwolle,Wijk,12,WK019310,3584.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5005,Epe,Buurt,90,BU02320200,782.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8983,Leidschendam-Voorburg,Buurt,18,BU19160100,-1383.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9509,Lopik,Buurt,92,BU03310000,5571.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2497,DeBilt,Buurt,65,BU03100309,98.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6583,Harderwijk,Buurt,75,BU02430101,1360.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5789,Grave,Gemeente,63,GM0786,12370.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9839,Meierijstad,Buurt,12,BU19480204,357.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8095,Huizen,Buurt,47,BU04060409,604.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16513,Zwijndrecht,Buurt,18,BU06420403,1391.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
657,Amersfoort,Buurt,24,BU03070603,-837.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6127,Gulpen-Wittem,Buurt,26,BU17290109,88.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
524,AlphenaandenRijn,Buurt,63,BU04840602,2078.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12140,Roerdalen,Wijk,90,WK166903,3655.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2197,Bergen(NH),Buurt,82,BU03730704,1593.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15624,Wierden,Buurt,48,BU01890001,441.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5039,Etten-Leur,Buurt,3,BU07770000,-1284.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4466,Ede,Buurt,10,BU02281003,-3595.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5752,Gouda,Buurt,51,BU05130305,594.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3531,Delft,Buurt,23,BU05031200,-317.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11092,Ommen,Buurt,16,BU01750104,-44.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5132,Franekeradeel,Buurt,98,BU00700103,462.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1703,Assen,Buurt,61,BU01060308,1111.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4599,Eersel,Buurt,64,BU07700509,337.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12608,Schouwen-Duiveland,Buurt,55,BU16760701,262.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4483,Ede,Buurt,95,BU02281306,55.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10366,Neerijnen,Buurt,75,BU03040107,49.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7147,Hellendoorn,Wijk,84,WK016309,759.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2864,Boxtel,Buurt,92,BU07570006,492.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1311,Amsterdam,Wijk,55,WK036379,2462.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5696,Gorinchem,Buurt,76,BU05120600,5412.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7295,Hengelo,Buurt,40,BU01640307,1698.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
696,Amersfoort,Buurt,49,BU03071503,-602.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13668,Tilburg,Buurt,40,BU08551105,1010.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10841,Nuth,Buurt,57,BU09510002,23.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12859,Sluis,Buurt,17,BU17141000,4316.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10338,Nederweert,Buurt,54,BU09460202,202.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7332,Hengelo,Buurt,29,BU01640804,14.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12283,Roosendaal,Buurt,4,BU16740701,2863.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4190,Drechterland,Buurt,32,BU04980009,168.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
40,AaenHunze,Wijk,68,WK168014,1857.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10024,Meppel,Buurt,9,BU01191300,116.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4455,Ede,Buurt,49,BU02280306,2390.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12031,Rijnwaarden,Buurt,85,BU01960008,34.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14758,Venlo,Buurt,71,BU09833105,1267.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6257,Haarlem,Buurt,81,BU03920803,1515.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2982,Bronckhorst,Buurt,30,BU18760105,879.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4550,Eemsmond,Buurt,9,BU16510106,121.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8170,Hulst,Buurt,58,BU06771238,203.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9975,Meppel,Buurt,40,BU01190200,1232.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13010,Staphorst,Wijk,33,WK018000,8782.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2155,Bergen(L),Buurt,9,BU08930771,542.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7462,'s-Hertogenbosch,Wijk,6,WK079614,2468.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6555,Hardenberg,Wijk,34,WK016024,991.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12486,Schagen,Buurt,59,BU04410406,1620.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15324,Weesp,Buurt,47,BU04570901,-1325.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12097,Rijswijk,Buurt,82,BU06030391,87.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14964,Vlagtwedde,Wijk,53,WK004806,-233.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7521,Hillegom,Buurt,86,BU05340103,2469.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1769,Assen,Buurt,31,BU01069902,33.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11973,Rhenen,Buurt,88,BU03400503,265.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7936,Hoorn,Wijk,60,WK040536,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16017,Zaanstad,Buurt,14,BU04794110,3041.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
681,Amersfoort,Buurt,99,BU03071201,97.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5196,DeFryskeMarren,Buurt,89,BU19401501,249.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4733,Eindhoven,Buurt,31,BU07721621,-82.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2885,Breda,Wijk,95,WK075801,25429.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,532.0
6660,Harderwijk,Buurt,48,BU02431601,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
702,Amersfoort,Wijk,45,WK030717,6044.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1825,Baarn,Buurt,26,BU03080101,1967.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10797,Noordwijk,Buurt,71,BU05750108,100.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15333,Werkendam,Buurt,67,BU08700105,1620.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1397,Amsterdam,Buurt,80,BU03639306,3137.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,756.0
13400,Súdwest-Fryslân,Buurt,19,BU19001001,778.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4748,Eindhoven,Buurt,5,BU07721638,5.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13798,Tilburg,Buurt,47,BU08553803,-1384.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,169.0
1289,Amsterdam,Buurt,34,BU03637402,2186.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6309,Haarlem,Wijk,77,WK039217,609.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13726,Tilburg,Buurt,67,BU08552402,2354.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,235.0
9302,Lingewaal,Buurt,58,BU07330200,1878.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7120,Hellendoorn,Buurt,67,BU01630403,373.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4094,Dordrecht,Buurt,10,BU05050508,-1092.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13930,Tilburg,Wijk,72,WK085564,251.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13127,Steenwijkerland,Buurt,62,BU17080607,-13.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3134,Bunschoten,Buurt,46,BU03130008,208.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11792,Raalte,Buurt,59,BU01770808,87.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
2479,hetBildt,Buurt,56,BU00630109,66.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12785,Sliedrecht,Buurt,72,BU06100402,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8721,Leek,Wijk,51,WK002205,159.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10401,Nieuwegein,Wijk,71,WK035614,1257.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,1000.0
7193,Hellevoetsluis,Buurt,35,BU05300900,323.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11144,Ommen,Buurt,6,BU01751103,151.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4150,Dordrecht,Buurt,73,BU05051102,1142.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10889,Oisterwijk,Gemeente,98,GM0824,-25936.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5484,Goeree-Overflakkee,Buurt,32,BU19240306,385.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4082,Dordrecht,Buurt,77,BU05050404,471.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4509,Ede,Buurt,1,BU02286031,218.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11474,Oss,Buurt,78,BU08282103,116.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
937,Amsterdam,Buurt,26,BU03630907,977.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15373,WestMaasenWaal,Wijk,57,WK066804,6368.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13472,Terneuzen,Buurt,73,BU07150101,2690.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14414,ValkenburgaandeGeul,Buurt,16,BU09940302,3.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
754,Amersfoort,Buurt,98,BU03072407,3156.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15158,Waddinxveen,Wijk,93,WK062702,-7830.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11613,PeelenMaas,Gemeente,33,GM1894,43347.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14038,Tynaarlo,Wijk,38,WK173000,7545.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5956,'s-Gravenhage,Buurt,63,BU05184209,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12543,Schiedam,Buurt,58,BU06060707,1046.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
711,Amersfoort,Wijk,16,WK030718,3411.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8837,Leeuwarden,Wijk,43,WK008060,-67.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4177,Dordrecht,Buurt,33,BU05051916,7.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15294,Weert,Buurt,38,BU09883301,560.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1945,Barneveld,Buurt,8,BU02035426,34.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
564,AlphenaandenRijn,Buurt,88,BU04847007,-617.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8532,Laarbeek,Wijk,5,WK165902,4201.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15609,Westvoorne,Buurt,79,BU06140005,1138.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13015,Staphorst,Buurt,88,BU01800004,211.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
746,Amersfoort,Buurt,68,BU03072300,57.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7652,HofvanTwente,Buurt,11,BU17350603,-614.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4751,Eindhoven,Wijk,74,WK077217,27770.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12220,DeRondeVenen,Wijk,9,WK073603,997.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16305,Zuidhorn,Buurt,44,BU00560201,-134.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4419,Edam-Volendam,Buurt,80,BU03850211,19.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6950,Heerlen,Buurt,31,BU09173303,776.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9162,Lelystad,Buurt,17,BU09956112,0.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7661,HofvanTwente,Buurt,76,BU17350709,118.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6824,Heerenveen,Buurt,1,BU00740403,-611.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14370,UtrechtseHeuvelrug,Buurt,4,BU15810402,-820.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10641,Nissewaard,Wijk,59,WK193029,1259.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9329,Lingewaard,Wijk,72,WK170502,-18960.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16264,Zoeterwoude,Buurt,24,BU06380001,1192.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4877,Emmen,Wijk,90,WK011446,9059.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8617,Lansingerland,Buurt,58,BU16211321,2889.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,886.0
15906,DeWolden,Wijk,81,WK169010,-319.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6723,Heemskerk,Buurt,14,BU03960301,354.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13792,Tilburg,Buurt,20,BU08553705,-466.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,161.0
4722,Eindhoven,Buurt,25,BU07721543,5185.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1947,Barneveld,Buurt,27,BU02035530,1977.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7007,Heiloo,Buurt,80,BU03990304,100.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1125,Amsterdam,Buurt,90,BU03634700,1482.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1348,Amsterdam,Buurt,15,BU03638700,-2237.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,278.0
13877,Tilburg,Buurt,55,BU08555304,975.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,1000.0
11766,Raalte,Buurt,58,BU01770200,2353.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8792,Leeuwarden,Buurt,37,BU00803702,119.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1798,Asten,Wijk,42,WK074308,147.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3470,Dalfsen,Buurt,11,BU01480113,133.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13817,Tilburg,Buurt,59,BU08554001,23.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,200.0
5411,Giessenlanden,Buurt,7,BU06890001,-269.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16413,Zutphen,Buurt,67,BU03010302,1357.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10709,Noordenveld,Buurt,83,BU16990380,218.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9230,Leudal,Buurt,76,BU16400701,-269.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4879,Emmen,Wijk,99,WK011447,9633.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1268,Amsterdam,Buurt,31,BU03637105,775.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,201.0
4264,Dronten,Wijk,77,WK030306,6271.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11877,Renkum,Buurt,51,BU02740703,452.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
1323,Amsterdam,Buurt,60,BU03638104,3923.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4217,Drimmelen,Buurt,17,BU17190108,13.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8970,Leiderdorp,Buurt,17,BU05470007,1396.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13272,StichtseVecht,Buurt,5,BU19040905,236.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7494,Heusden,Buurt,9,BU07970105,6255.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4533,Eemnes,Buurt,82,BU03170216,-106.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8205,IJsselstein,Buurt,93,BU03530030,107.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13033,Staphorst,Buurt,6,BU01800309,570.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10505,Nijmegen,Buurt,91,BU02680321,5992.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
931,Amsterdam,Buurt,86,BU03630900,71.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9956,Menterwolde,Wijk,69,WK198702,1677.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
15146,Waalwijk,Buurt,64,BU08670200,3738.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9157,Lelystad,Wijk,95,WK099558,124.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11073,Olst-Wijhe,Buurt,40,BU17730626,580.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
13459,Súdwest-Fryslân,Buurt,41,BU19001802,46.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8446,Krimpenerwaard,Buurt,25,BU19310006,1079.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6991,Heeze-Leende,Buurt,24,BU16580200,405.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4272,Dronten,Buurt,17,BU03030608,94.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
3529,Delft,Buurt,71,BU05031109,1002.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,134.0
2561,Bladel,Wijk,51,WK172801,921.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
7595,Hilversum,Buurt,82,BU04020603,4067.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
9802,Meerssen,Gemeente,47,GM0938,19072.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4614,Eijsden-Margraten,Buurt,84,BU19030201,-94.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
4054,Dordrecht,Buurt,18,BU05050109,353.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8274,Kampen,Buurt,78,BU01660501,31.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
16259,Zoetermeer,Buurt,5,BU06370905,82.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12013,Ridderkerk,Wijk,47,WK059709,607.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
12125,Rijswijk,Buurt,67,BU06031083,497.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8997,Leidschendam-Voorburg,Wijk,99,WK191605,5754.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
14231,Utrecht,Buurt,10,BU03440222,-4684.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,224.0
5974,Groningen,Buurt,20,BU00140002,-3919.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
8333,Kerkrade,Gemeente,85,GM0928,45937.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
11698,Purmerend,Wijk,58,WK043902,13633.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,284.0
2910,Breda,Wijk,21,WK075805,31838.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6096,Grootegast,Buurt,80,BU00150000,-3305.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
10446,Nieuwkoop,Buurt,16,BU05690302,1156.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
5414,Giessenlanden,Buurt,59,BU06890100,815.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
6657,Harderwijk,Buurt,77,BU02431505,531.0,T001100ZW25810ZW25805ZW25806ZW10300ZW1032010148001014850,0.0
