,id_old,gemeentenaam,codering,indelingswijziging_wijken_en_buurten,aantal_installaties_bij_woningen,aantal_zonnepanelen_per_installatie,opgesteld_vermogen_van_zonnepanelen,totaal_aantal_laadpalen,werkloosheidsuitkering_relatief,bijstandsuitkering_relatief,arbeidsongeschiktheidsuitkering_relatief,aow_uitkering_relatief,inwoners_vanaf_15_jaar,inwoners_vanaf_15_jr_tot_aow_leeftijd,inwoners_vanaf_de_aow_leeftijd
2905,1006,Breda,BU07580303,1.0,63.0,13.0,191.0,2.0,80.0,20.0,85.0,890.0,17270.0,13400.0,3870.0
2056,1000,BergenDal,WK194500,1.0,88.0,14.0,271.0,1.0,85.0,100.0,165.0,1185.0,12600.0,8850.0,3750.0
14533,1007,Veere,BU07170500,1.0,131.0,,,3.0,45.0,60.0,100.0,1040.0,5110.0,3760.0,1340.0
14573,1007,Veldhoven,BU08610006,1.0,58.0,14.0,191.0,0.0,95.0,120.0,225.0,870.0,14420.0,11250.0,3170.0
15583,1001,Weststellingwerf,BU00980600,1.0,17.0,19.0,75.0,1.0,80.0,60.0,85.0,775.0,1060.0,850.0,200.0
11854,1009,Renkum,BU02740301,3.0,,,,0.0,0.0,0.0,0.0,0.0,80.0,40.0,30.0
15301,1008,Weesp,BU04570001,1.0,46.0,15.0,160.0,0.0,95.0,45.0,170.0,905.0,7550.0,5840.0,1720.0
5724,1001,Gorinchem,WK051218,1.0,,,,0.0,0.0,0.0,220.0,820.0,290.0,240.0,80.0
6179,1004,Haaksbergen,WK015803,1.0,33.0,22.0,170.0,0.0,85.0,40.0,160.0,1140.0,5080.0,3620.0,1450.0
7637,1004,HofvanTwente,WK173503,1.0,3.0,11.0,8.0,0.0,95.0,40.0,115.0,1220.0,800.0,550.0,240.0
6242,1008,Haarlem,BU03920504,1.0,3.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,40.0
3065,1004,Brunssum,BU08990126,1.0,93.0,14.0,300.0,1.0,80.0,100.0,295.0,1115.0,4970.0,3570.0,1400.0
6802,1003,Heerenveen,BU00740101,1.0,70.0,10.0,158.0,1.0,85.0,345.0,265.0,1380.0,10640.0,6970.0,3670.0
2924,1008,Breda,BU07580602,1.0,64.0,14.0,194.0,0.0,130.0,250.0,215.0,350.0,12630.0,11520.0,1110.0
553,1000,AlphenaandenRijn,BU04844501,1.0,,,,0.0,55.0,20.0,90.0,785.0,1280.0,1040.0,240.0
2262,1008,Berkelland,BU18590104,1.0,13.0,22.0,68.0,0.0,25.0,20.0,160.0,1025.0,1090.0,810.0,280.0
2186,1006,Bergen(NH),BU03730501,1.0,15.0,27.0,94.0,1.0,55.0,0.0,80.0,1085.0,640.0,480.0,180.0
12864,1004,Sluis,BU17141108,1.0,3.0,26.0,17.0,0.0,45.0,0.0,140.0,960.0,250.0,200.0,80.0
16062,1009,Zaltbommel,BU02970101,1.0,7.0,19.0,32.0,0.0,35.0,20.0,155.0,615.0,1890.0,1600.0,280.0
15677,1008,Wijchen,BU02960115,1.0,27.0,14.0,88.0,0.0,60.0,60.0,130.0,1340.0,2820.0,1880.0,950.0
15747,1005,Wijdemeren,BU16960601,1.0,25.0,20.0,115.0,0.0,55.0,55.0,120.0,1580.0,4540.0,2760.0,1800.0
2706,1003,Borger-Odoorn,WK168105,1.0,8.0,25.0,43.0,0.0,80.0,5.0,140.0,855.0,840.0,660.0,190.0
14507,1008,Veenendaal,BU03450502,1.0,67.0,12.0,200.0,2.0,95.0,40.0,160.0,480.0,9150.0,8050.0,1090.0
10996,1006,Oldebroek,BU02690002,1.0,,,,0.0,30.0,20.0,80.0,875.0,2740.0,2140.0,600.0
13468,1002,Súdwest-Fryslân,BU19001903,1.0,14.0,16.0,52.0,1.0,110.0,115.0,160.0,730.0,1120.0,920.0,200.0
14071,1004,Tynaarlo,BU17300909,1.0,,,,0.0,35.0,10.0,2660.0,515.0,840.0,730.0,120.0
8098,1002,Huizen,BU04060511,1.0,,,,1.0,110.0,40.0,140.0,810.0,2390.0,1910.0,480.0
13268,1002,StichtseVecht,BU19040901,1.0,,,,0.0,100.0,0.0,40.0,1240.0,320.0,240.0,120.0
5841,1006,'s-Gravenhage,WK051810,1.0,,,,0.0,45.0,5.0,100.0,1485.0,1740.0,1060.0,680.0
16390,1009,Zutphen,GM0301,,1787.0,,,91.0,105.0,165.0,295.0,920.0,159220.0,122420.0,36790.0
15152,1007,Waddinxveen,BU06270101,1.0,31.0,12.0,87.0,0.0,65.0,15.0,120.0,960.0,3680.0,2780.0,900.0
1917,1002,Barendrecht,BU04895075,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7095,1007,DenHelder,BU04000805,1.0,98.0,11.0,251.0,3.0,85.0,0.0,195.0,750.0,5020.0,4070.0,960.0
3994,1005,Dongeradeel,BU00580104,1.0,5.0,13.0,15.0,0.0,105.0,0.0,260.0,920.0,440.0,350.0,120.0
9915,1007,Meierijstad,BU19480431,3.0,40.0,13.0,105.0,1.0,85.0,145.0,350.0,900.0,6530.0,5050.0,1480.0
4178,1000,Dordrecht,BU05051917,1.0,,,,,0.0,0.0,0.0,0.0,40.0,40.0,0.0
6762,1002,Heemskerk,BU03961100,1.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
10341,1008,Nederweert,BU09460302,1.0,19.0,25.0,106.0,,80.0,0.0,215.0,570.0,1610.0,1390.0,240.0
7090,1002,DenHelder,BU04000800,1.0,36.0,14.0,105.0,1.0,55.0,30.0,235.0,1425.0,2160.0,1390.0,770.0
15688,1006,Wijchen,BU02960126,1.0,5.0,12.0,13.0,0.0,135.0,170.0,205.0,180.0,2150.0,2060.0,90.0
1714,1000,Assen,BU01060502,1.0,83.0,18.0,340.0,3.0,100.0,20.0,140.0,1270.0,3610.0,2470.0,1140.0
2851,1005,Boxmeer,BU07560800,1.0,29.0,17.0,120.0,1.0,105.0,45.0,205.0,995.0,2450.0,1840.0,610.0
1517,1002,Apeldoorn,BU02001103,1.0,,,,0.0,0.0,0.0,65.0,1505.0,240.0,160.0,80.0
13865,1008,Tilburg,WK085550,3.0,,,,0.0,55.0,40.0,85.0,3430.0,1360.0,210.0,1170.0
5575,1006,Goirle,BU07850303,1.0,49.0,19.0,199.0,1.0,110.0,90.0,170.0,765.0,6360.0,5140.0,1220.0
12530,1003,Schiedam,BU06060603,1.0,,,,0.0,160.0,410.0,270.0,410.0,4540.0,4070.0,480.0
867,1000,Amsterdam,BU03630101,1.0,,,,1.0,110.0,65.0,110.0,260.0,2070.0,1940.0,130.0
147,1004,Achtkarspelen,WK005900,1.0,405.0,14.0,1392.0,13.0,105.0,135.0,220.0,875.0,38870.0,30350.0,8520.0
16407,1004,Zutphen,BU03010201,1.0,32.0,10.0,76.0,1.0,105.0,120.0,385.0,685.0,3590.0,2970.0,620.0
9763,1009,Medemblik,BU04200004,1.0,11.0,12.0,31.0,0.0,65.0,0.0,70.0,1090.0,520.0,360.0,130.0
11865,1004,Renkum,BU02740501,3.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
4033,1004,Dongeradeel,BU00580605,1.0,,,,0.0,85.0,0.0,170.0,695.0,720.0,590.0,120.0
10241,1008,Molenwaard,BU19270801,1.0,19.0,20.0,81.0,3.0,40.0,0.0,80.0,850.0,1040.0,810.0,230.0
11170,1006,OostGelre,WK158602,1.0,54.0,22.0,277.0,0.0,60.0,15.0,140.0,665.0,4900.0,4070.0,820.0
1116,1004,Amsterdam,WK036345,1.0,9.0,7.0,14.0,2.0,105.0,205.0,185.0,365.0,13840.0,12570.0,1270.0
9825,1000,Meierijstad,BU19480104,3.0,5.0,,,0.0,70.0,0.0,80.0,905.0,810.0,630.0,200.0
16545,1007,Zwijndrecht,BU06420608,1.0,28.0,17.0,114.0,0.0,65.0,140.0,140.0,1455.0,2930.0,1860.0,1080.0
9369,1009,Lisse,BU05531600,1.0,3.0,10.0,7.0,0.0,15.0,0.0,160.0,465.0,280.0,240.0,40.0
5399,1001,Gennep,BU09070300,1.0,10.0,,,0.0,115.0,170.0,455.0,955.0,2130.0,1630.0,520.0
4232,1004,Drimmelen,BU17190501,1.0,,,,0.0,70.0,0.0,195.0,835.0,910.0,740.0,200.0
697,1008,Amersfoort,WK030716,1.0,120.0,11.0,276.0,3.0,80.0,100.0,220.0,850.0,18400.0,14480.0,3930.0
4945,1000,Enschede,BU01530404,1.0,51.0,13.0,135.0,,95.0,340.0,385.0,880.0,15890.0,12380.0,3510.0
13132,1009,Steenwijkerland,BU17080701,1.0,,,,0.0,25.0,0.0,110.0,1045.0,480.0,360.0,120.0
10048,1002,Middelburg,BU06870309,1.0,107.0,15.0,342.0,,65.0,0.0,100.0,230.0,6250.0,5890.0,360.0
6867,1009,Heerhugowaard,BU03981205,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10124,1005,Midden-Drenthe,WK173112,1.0,65.0,,,3.0,65.0,100.0,185.0,755.0,3050.0,2460.0,570.0
896,1005,Amsterdam,BU03630408,1.0,,,,1.0,85.0,140.0,180.0,660.0,3230.0,2710.0,530.0
12228,1005,DeRondeVenen,BU07360501,3.0,12.0,,,0.0,50.0,0.0,160.0,670.0,1050.0,880.0,160.0
2840,1007,Boxmeer,BU07560509,1.0,12.0,28.0,74.0,1.0,85.0,0.0,185.0,450.0,700.0,620.0,80.0
16137,1000,Zederik,BU07070701,1.0,,,,,20.0,0.0,120.0,640.0,690.0,580.0,120.0
3086,1006,Brunssum,BU08990317,1.0,47.0,,,1.0,75.0,350.0,525.0,675.0,5850.0,4860.0,990.0
15003,1001,Vlissingen,BU07180500,1.0,156.0,9.0,332.0,2.0,85.0,80.0,180.0,980.0,7270.0,5490.0,1790.0
15637,1001,Wierden,BU01890109,1.0,,,,0.0,60.0,15.0,40.0,1090.0,990.0,740.0,280.0
1715,1002,Assen,BU01060503,1.0,120.0,12.0,302.0,3.0,110.0,60.0,180.0,815.0,5710.0,4550.0,1160.0
8289,1005,Kapelle,BU06780109,1.0,10.0,58.0,132.0,1.0,125.0,0.0,260.0,575.0,440.0,380.0,80.0
14565,1000,Veldhoven,GM0861,,1147.0,16.0,4118.0,16.0,85.0,60.0,210.0,940.0,151510.0,116030.0,35480.0
13055,1007,Steenbergen,BU08510000,1.0,171.0,,,2.0,105.0,115.0,175.0,1380.0,13240.0,8670.0,4590.0
13229,1004,StichtseVecht,BU19040303,1.0,,,,0.0,0.0,0.0,40.0,925.0,370.0,280.0,80.0
11079,1000,Olst-Wijhe,WK177309,1.0,57.0,22.0,288.0,2.0,40.0,15.0,180.0,835.0,2630.0,2080.0,560.0
9226,1008,Leudal,BU16400600,1.0,,,,1.0,45.0,65.0,225.0,850.0,3050.0,2400.0,650.0
1249,1000,Amsterdam,BU03636804,1.0,7.0,13.0,19.0,,95.0,405.0,200.0,395.0,5750.0,5170.0,580.0
10704,1008,Noordenveld,BU16990330,1.0,7.0,25.0,41.0,0.0,65.0,0.0,760.0,765.0,290.0,240.0,40.0
7058,1001,DenHelder,BU04000403,1.0,10.0,9.0,20.0,0.0,70.0,220.0,295.0,755.0,1350.0,1090.0,250.0
10114,1006,Midden-Drenthe,BU17310900,1.0,382.0,14.0,1241.0,14.0,90.0,60.0,160.0,1340.0,15870.0,10550.0,5320.0
4807,1006,Emmen,WK011404,1.0,45.0,,,0.0,180.0,100.0,360.0,845.0,6560.0,5170.0,1380.0
6778,1009,Heemstede,BU03970102,1.0,,,,0.0,0.0,5.0,2785.0,515.0,970.0,840.0,120.0
15104,1002,Vught,BU08650009,1.0,,,,0.0,0.0,0.0,0.0,0.0,120.0,120.0,40.0
5493,1008,Goeree-Overflakkee,WK192406,1.0,278.0,11.0,717.0,8.0,60.0,60.0,165.0,1045.0,16500.0,12180.0,4330.0
14519,1009,Veere,WK071701,1.0,54.0,12.0,153.0,1.0,30.0,40.0,220.0,845.0,1690.0,1330.0,360.0
1571,1004,Arnhem,BU02020320,1.0,10.0,11.0,26.0,1.0,115.0,460.0,380.0,300.0,9300.0,8610.0,710.0
1936,1006,Barneveld,BU02035408,1.0,126.0,14.0,377.0,,60.0,100.0,180.0,815.0,13650.0,10860.0,2780.0
5786,1003,Gouda,BU05130900,1.0,,,,1.0,0.0,0.0,0.0,0.0,100.0,80.0,40.0
14190,1008,Uithoorn,BU04515500,1.0,,,,0.0,115.0,0.0,15.0,935.0,320.0,250.0,80.0
14620,1002,Velsen,BU04530404,1.0,,,,0.0,70.0,125.0,255.0,1840.0,2630.0,1420.0,1210.0
16252,1000,Zoetermeer,BU06370801,1.0,,,,3.0,0.0,0.0,100.0,795.0,310.0,240.0,70.0
9221,1009,Leudal,BU16400401,1.0,3.0,28.0,19.0,,0.0,70.0,140.0,1135.0,240.0,160.0,80.0
4443,1001,Ede,WK022802,1.0,458.0,13.0,1302.0,,75.0,100.0,220.0,900.0,51150.0,39550.0,11590.0
14300,1009,Utrecht,BU03440811,1.0,102.0,,,1.0,75.0,85.0,80.0,340.0,17720.0,16220.0,1500.0
8023,1009,Houten,BU03211125,1.0,90.0,,,,95.0,75.0,240.0,630.0,6130.0,5160.0,980.0
8265,1001,Kampen,BU01660304,1.0,12.0,26.0,68.0,0.0,80.0,0.0,80.0,410.0,1780.0,1600.0,190.0
4805,1005,Emmen,BU01140304,1.0,,,,0.0,240.0,0.0,300.0,610.0,210.0,180.0,40.0
11179,1001,OostGelre,WK158605,1.0,64.0,23.0,336.0,2.0,35.0,20.0,130.0,655.0,3700.0,3090.0,610.0
12705,1000,Sint-Michielsgestel,BU08450409,1.0,10.0,,,0.0,55.0,15.0,65.0,860.0,860.0,680.0,200.0
6225,1001,Haarlem,BU03920207,1.0,,,,0.0,0.0,0.0,0.0,0.0,80.0,40.0,40.0
12869,1004,Sluis,WK171413,1.0,63.0,17.0,249.0,1.0,60.0,65.0,320.0,1035.0,4700.0,3460.0,1240.0
525,1003,AlphenaandenRijn,BU04840603,1.0,,,,,80.0,55.0,130.0,745.0,8620.0,7020.0,1610.0
6157,1000,Haaksbergen,BU01580004,1.0,51.0,11.0,139.0,1.0,120.0,100.0,170.0,1055.0,3360.0,2470.0,880.0
3723,1009,Deventer,BU01500902,1.0,69.0,14.0,213.0,1.0,135.0,55.0,190.0,615.0,5710.0,4820.0,890.0
10547,1009,Nissewaard,BU19300102,1.0,4.0,17.0,15.0,0.0,135.0,370.0,335.0,690.0,1150.0,950.0,200.0
9035,1008,Lelystad,BU09951223,1.0,47.0,14.0,156.0,2.0,105.0,40.0,170.0,1235.0,3070.0,2130.0,950.0
4917,1007,Enschede,BU01530007,1.0,57.0,12.0,158.0,0.0,80.0,100.0,175.0,570.0,10930.0,9360.0,1560.0
12662,1007,SintAnthonis,WK170201,1.0,63.0,21.0,296.0,1.0,65.0,40.0,470.0,760.0,6280.0,5080.0,1200.0
7262,1008,Hendrik-Ido-Ambacht,BU05310204,1.0,,,,0.0,40.0,0.0,0.0,1235.0,210.0,140.0,80.0
16198,1002,Zevenaar,BU02990002,1.0,45.0,15.0,147.0,,105.0,130.0,220.0,1380.0,5660.0,3700.0,1960.0
6065,1009,Groningen,BU00141100,1.0,238.0,,,,135.0,280.0,290.0,450.0,20250.0,17970.0,2290.0
15820,1000,Woensdrecht,BU08730101,1.0,,,,0.0,45.0,215.0,180.0,1120.0,520.0,390.0,160.0
1986,1003,Bedum,BU00050000,1.0,865.0,,,12.0,95.0,85.0,295.0,1010.0,26120.0,19540.0,6580.0
9524,1008,Loppersum,WK002400,1.0,579.0,18.0,2206.0,,85.0,115.0,180.0,1095.0,12040.0,8730.0,3300.0
10574,1006,Nissewaard,BU19300801,1.0,,,,0.0,115.0,535.0,345.0,925.0,5420.0,4170.0,1270.0
9882,1005,Meierijstad,BU19480317,3.0,27.0,20.0,127.0,0.0,45.0,45.0,205.0,2275.0,6460.0,2770.0,3690.0
11468,1001,Oss,BU08282000,1.0,23.0,20.0,105.0,1.0,100.0,75.0,305.0,755.0,2590.0,2090.0,490.0
1037,1008,Amsterdam,WK036330,1.0,20.0,20.0,94.0,5.0,90.0,370.0,225.0,420.0,32430.0,29010.0,3440.0
3760,1000,Diemen,WK038400,1.0,196.0,13.0,558.0,5.0,80.0,90.0,185.0,600.0,34530.0,29300.0,5230.0
7722,1006,HollandsKroon,BU19110601,1.0,51.0,13.0,155.0,,70.0,0.0,160.0,790.0,2420.0,1930.0,480.0
9930,1000,Menameradiel,BU19080103,1.0,19.0,13.0,58.0,0.0,50.0,160.0,75.0,965.0,1160.0,880.0,280.0
2678,1007,TenBoer,BU00090003,1.0,21.0,16.0,72.0,0.0,70.0,40.0,140.0,1120.0,440.0,320.0,120.0
8940,1007,Leiden,BU05460600,1.0,26.0,11.0,62.0,0.0,55.0,170.0,160.0,480.0,7090.0,6230.0,860.0
9048,1009,Lelystad,BU09951773,1.0,,,,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
11420,1007,Oss,BU08280909,1.0,4.0,31.0,29.0,1.0,45.0,75.0,320.0,565.0,320.0,280.0,40.0
1406,1002,Amsterdam,BU03639403,1.0,24.0,11.0,55.0,0.0,140.0,535.0,265.0,775.0,8950.0,7210.0,1740.0
6964,1003,Heerlen,BU09173800,1.0,108.0,17.0,394.0,2.0,95.0,20.0,115.0,955.0,4780.0,3630.0,1150.0
1774,1007,Assen,BU01069907,1.0,,,,0.0,0.0,0.0,0.0,0.0,110.0,40.0,40.0
3085,1008,Brunssum,BU08990316,1.0,45.0,17.0,166.0,1.0,70.0,20.0,185.0,1450.0,3180.0,2020.0,1170.0
16207,1008,Zevenaar,BU02990011,1.0,,,,0.0,0.0,0.0,0.0,0.0,160.0,120.0,0.0
6477,1005,Halderberge,BU16550409,1.0,12.0,41.0,112.0,,60.0,0.0,160.0,705.0,1150.0,940.0,200.0
14687,1000,Venlo,BU09831401,1.0,37.0,14.0,122.0,,120.0,175.0,175.0,1265.0,7220.0,4900.0,2320.0
6392,1000,Haarlemmermeer,BU03940345,1.0,18.0,10.0,45.0,,50.0,20.0,90.0,845.0,2980.0,2350.0,640.0
9010,1004,Leidschendam-Voorburg,WK191608,1.0,90.0,,,,60.0,40.0,120.0,1410.0,19100.0,12350.0,6750.0
2404,1003,Beuningen,WK020903,1.0,78.0,14.0,242.0,2.0,95.0,60.0,185.0,980.0,8500.0,6410.0,2090.0
11011,1005,Oldebroek,BU02690107,1.0,,,,,0.0,0.0,0.0,0.0,160.0,120.0,40.0
9459,1001,Lochem,BU02620406,1.0,13.0,,,1.0,45.0,5.0,115.0,1310.0,1420.0,960.0,460.0
8812,1006,Leeuwarden,BU00804501,1.0,154.0,14.0,441.0,3.0,140.0,125.0,180.0,875.0,12450.0,9730.0,2730.0
4315,1000,Duiven,BU02260302,1.0,32.0,12.0,88.0,0.0,125.0,185.0,300.0,670.0,8830.0,7350.0,1490.0
12815,1004,Slochteren,BU00400300,3.0,316.0,,,6.0,135.0,105.0,135.0,770.0,7510.0,6060.0,1460.0
3056,1006,Brummen,BU02130605,1.0,88.0,11.0,233.0,1.0,80.0,100.0,200.0,960.0,10570.0,8050.0,2520.0
15249,1002,Weert,BU09880104,1.0,4.0,21.0,19.0,0.0,60.0,10.0,65.0,1140.0,470.0,340.0,120.0
5099,1000,Ferwerderadiel,BU17220003,1.0,,,,0.0,90.0,100.0,300.0,990.0,320.0,240.0,80.0
8046,1002,Houten,BU03211345,1.0,35.0,9.0,72.0,1.0,85.0,50.0,115.0,440.0,3460.0,3080.0,380.0
9427,1009,Lochem,GM0262,,1559.0,,,42.0,85.0,60.0,160.0,1210.0,114770.0,80030.0,34750.0
16612,1005,Zwolle,BU01932210,1.0,,,,,40.0,0.0,80.0,555.0,200.0,160.0,40.0
3297,1007,Castricum,WK038307,1.0,467.0,14.0,1351.0,10.0,60.0,35.0,125.0,1000.0,24680.0,18490.0,6190.0
4566,1007,Eemsmond,BU16510309,1.0,14.0,20.0,61.0,0.0,10.0,110.0,280.0,1185.0,420.0,290.0,120.0
4216,1003,Drimmelen,BU17190100,1.0,11.0,16.0,39.0,0.0,110.0,0.0,105.0,945.0,1610.0,1250.0,390.0
3100,1001,Brunssum,BU08990441,1.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
3611,1007,Delft,BU05032803,1.0,16.0,,,,75.0,340.0,260.0,730.0,5410.0,4420.0,990.0
6832,1000,Heerenveen,BU00740701,1.0,11.0,15.0,39.0,1.0,50.0,70.0,100.0,725.0,1400.0,1140.0,240.0
14515,1000,Veere,BU07170000,1.0,7.0,,,0.0,70.0,20.0,105.0,1410.0,1730.0,1110.0,630.0
5458,1001,Goeree-Overflakkee,WK192400,1.0,81.0,,,3.0,60.0,40.0,120.0,895.0,7470.0,5790.0,1670.0
7556,1007,Hilvarenbeek,BU07980301,1.0,3.0,19.0,13.0,0.0,45.0,45.0,145.0,715.0,760.0,640.0,130.0
7785,1002,Hoogeveen,WK011862,1.0,20.0,19.0,91.0,4.0,80.0,15.0,135.0,560.0,2390.0,2050.0,340.0
15169,1009,Waddinxveen,BU06270401,1.0,18.0,12.0,50.0,0.0,85.0,35.0,170.0,965.0,4480.0,3380.0,1100.0
10154,1000,MillenSintHubert,WK081502,1.0,47.0,20.0,217.0,,125.0,60.0,230.0,665.0,5120.0,4270.0,850.0
15332,1006,Werkendam,BU08700104,1.0,82.0,13.0,245.0,1.0,45.0,60.0,160.0,1135.0,13290.0,9510.0,3790.0
5040,1009,Etten-Leur,BU07770001,1.0,31.0,8.0,49.0,0.0,135.0,140.0,255.0,875.0,3730.0,2910.0,810.0
472,1006,Almere,BU00340571,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6879,1001,Heerhugowaard,BU03981601,1.0,87.0,13.0,249.0,1.0,85.0,60.0,255.0,235.0,9030.0,8500.0,540.0
14946,1006,Vlagtwedde,BU00480300,1.0,,,,,0.0,60.0,265.0,775.0,440.0,350.0,80.0
3977,1009,Dongeradeel,BU00580000,1.0,14.0,,,0.0,115.0,185.0,315.0,760.0,4540.0,3680.0,870.0
9591,1006,Maasdriel,WK026303,1.0,144.0,11.0,364.0,4.0,135.0,35.0,145.0,830.0,4510.0,3570.0,940.0
6628,1007,Harderwijk,BU02431102,1.0,54.0,15.0,185.0,0.0,80.0,40.0,175.0,865.0,4120.0,3240.0,890.0
11807,1008,Reimerswaal,BU07030009,1.0,9.0,,,0.0,45.0,0.0,40.0,470.0,460.0,410.0,40.0
1763,1007,Assen,BU01060815,1.0,71.0,18.0,279.0,2.0,105.0,0.0,100.0,215.0,3320.0,3130.0,180.0
1755,1003,Assen,BU01060807,1.0,47.0,17.0,172.0,3.0,75.0,0.0,80.0,155.0,2680.0,2570.0,120.0
11078,1005,Olst-Wijhe,BU17730829,1.0,12.0,24.0,64.0,0.0,40.0,20.0,110.0,1020.0,1140.0,860.0,290.0
2218,1002,BergenopZoom,BU07480203,1.0,215.0,,,4.0,85.0,180.0,220.0,1480.0,10880.0,6850.0,4050.0
15980,1000,Woudrichem,BU08740501,1.0,,,,0.0,40.0,20.0,35.0,780.0,660.0,530.0,120.0
7048,1004,DenHelder,WK040003,1.0,101.0,11.0,250.0,1.0,90.0,205.0,285.0,1120.0,11160.0,8030.0,3130.0
1661,1004,Arnhem,WK020224,1.0,323.0,14.0,990.0,8.0,105.0,85.0,205.0,230.0,30280.0,28550.0,1740.0
2100,1009,BergenDal,BU19450903,3.0,,,,0.0,80.0,45.0,335.0,605.0,310.0,270.0,40.0
9805,1002,Meerssen,BU09380001,1.0,57.0,14.0,183.0,1.0,105.0,120.0,250.0,910.0,5520.0,4260.0,1260.0
11483,1000,Oud-Beijerland,BU05840001,1.0,3.0,,,1.0,90.0,0.0,80.0,1060.0,400.0,300.0,120.0
6896,1008,Heerhugowaard,BU03984000,1.0,23.0,12.0,67.0,1.0,70.0,10.0,130.0,1130.0,1820.0,1310.0,520.0
1815,1001,Baarn,BU03080000,1.0,20.0,11.0,50.0,,105.0,80.0,160.0,1000.0,6020.0,4510.0,1510.0
2758,1000,Borne,BU01470007,1.0,51.0,,,1.0,130.0,65.0,230.0,565.0,3950.0,3400.0,560.0
6357,1009,Haarlemmermeer,BU03940105,1.0,130.0,13.0,403.0,2.0,70.0,110.0,180.0,1165.0,10760.0,7630.0,3130.0
5140,1007,Franekeradeel,BU00700202,1.0,19.0,14.0,59.0,0.0,70.0,75.0,180.0,720.0,1320.0,1080.0,240.0
13932,1000,Tilburg,BU08556402,3.0,,,,0.0,70.0,40.0,90.0,730.0,410.0,330.0,80.0
11159,1005,OostGelre,BU15860106,1.0,111.0,16.0,416.0,0.0,60.0,80.0,200.0,870.0,7910.0,6180.0,1730.0
1888,1009,Barendrecht,BU04891533,1.0,37.0,13.0,111.0,0.0,80.0,30.0,160.0,1010.0,6310.0,4720.0,1600.0
13154,1000,Steenwijkerland,BU17081209,1.0,,,,0.0,0.0,0.0,0.0,0.0,160.0,130.0,40.0
5159,1008,Franekeradeel,WK007005,1.0,194.0,13.0,559.0,6.0,100.0,85.0,295.0,655.0,10910.0,9120.0,1790.0
4577,1002,Eersel,BU07700005,1.0,3.0,,,1.0,70.0,0.0,75.0,540.0,220.0,200.0,40.0
3000,1001,Bronckhorst,BU18760307,1.0,,,,0.0,115.0,0.0,55.0,625.0,320.0,280.0,40.0
3953,1008,Doetinchem,BU02223110,1.0,8.0,24.0,44.0,0.0,55.0,0.0,245.0,925.0,710.0,530.0,160.0
4757,1003,Eindhoven,BU07721723,1.0,14.0,,,0.0,120.0,50.0,105.0,620.0,2740.0,2320.0,430.0
6539,1000,Hardenberg,WK016018,1.0,12.0,25.0,67.0,1.0,75.0,10.0,15.0,940.0,640.0,490.0,160.0
10454,1000,Nijkerk,BU02670102,3.0,62.0,16.0,211.0,1.0,105.0,20.0,200.0,445.0,5780.0,5150.0,640.0
4463,1006,Ede,WK022810,1.0,280.0,16.0,992.0,4.0,80.0,250.0,280.0,540.0,31750.0,27440.0,4310.0
4237,1002,Dronten,BU03030101,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5767,1000,Gouda,BU05130504,1.0,56.0,12.0,141.0,,80.0,55.0,175.0,595.0,4880.0,4160.0,730.0
2991,1000,Bronckhorst,BU18760209,1.0,63.0,18.0,264.0,3.0,65.0,0.0,180.0,1255.0,4130.0,2840.0,1300.0
2501,1008,DeBilt,BU03100402,1.0,6.0,17.0,23.0,0.0,50.0,20.0,95.0,1105.0,640.0,480.0,190.0
5075,1007,Etten-Leur,BU07772001,1.0,,,,0.0,50.0,80.0,170.0,1815.0,1880.0,1030.0,840.0
8348,1005,Kerkrade,WK092802,1.0,700.0,14.0,2326.0,9.0,85.0,160.0,380.0,975.0,45950.0,34450.0,11470.0
3643,1004,Delfzijl,BU00100209,1.0,17.0,15.0,56.0,1.0,15.0,20.0,90.0,640.0,630.0,520.0,110.0
14613,1004,Velsen,BU04530302,1.0,16.0,12.0,43.0,0.0,85.0,210.0,345.0,910.0,9040.0,6980.0,2050.0
15944,1002,Woudenberg,GM0351,,662.0,12.0,1706.0,14.0,65.0,55.0,195.0,895.0,41240.0,32040.0,9200.0
1127,1004,Amsterdam,BU03634702,1.0,16.0,11.0,36.0,,60.0,20.0,60.0,760.0,6170.0,4990.0,1190.0
8619,1005,Lansingerland,WK162114,1.0,3.0,19.0,13.0,0.0,0.0,0.0,0.0,910.0,200.0,160.0,40.0
1395,1006,Amsterdam,BU03639304,1.0,,,,2.0,95.0,520.0,255.0,415.0,5500.0,4920.0,570.0
12465,1004,Schagen,BU04410106,1.0,6.0,,,0.0,50.0,0.0,100.0,850.0,820.0,640.0,170.0
1633,1001,Arnhem,BU02021780,1.0,16.0,,,0.0,100.0,365.0,320.0,445.0,8350.0,7420.0,930.0
